UserTag,TimeStamp,Tweet,Replies,ReTweets,Likes
"Priya Rajput
@PriyaR__24
·
6m",2023-10-07T15:00:31.000Z,"I highly recommend this show to everyone 
#LokiSeason2OnHotstar",0,0,0
"Sanvii (Virtual Girl)
@mesanviii
·
12m",2023-10-07T14:54:31.000Z,"Loki S2 is back, and it's nothing short of EPIC!  The first episode is awesome. Buckle up, folks, because we're in for a thrilling ride every Friday at 6:30 AM.  #LokiSeason2OnHotstar 
@DisneyPlusHS
 @LokiOfficial
@MarvelStudios",0,0,0
"Tithi Roy
@Tithiroy_
·
9m",2023-10-07T14:57:42.000Z,#LokiSeason2OnHotstar Don't miss this Loki 2nd part you must watch it you will love it,0,0,0
"MASUD mks
@busyboy2002
·
5m",2023-10-07T15:01:01.000Z,"#LokiSeason2OnHotstar
Friends, if you want to see this website, you can watch it on Hotstar, the first web series.I am super excited to watch its second episode.",0,0,0
"ᴘʀᴀᴛʜᴍᴇsʜ⁴⁵
@45Fan_Prathmesh
·
1h",2023-10-07T13:54:24.000Z,Loving the character development in #LokiSeason2OnHotstar. Loki's journey from villain to anti-hero is so intriguing.,0,0,6
"#अक्षरा प्रताप #Team india
@MoviePratap
·
4m",2023-10-07T15:02:17.000Z,"Loki and Mobius are the ultimate duo we never knew we needed! Their banter and camaraderie in #LokiSeason2OnHotstar is pure gold. It's like a buddy cop movie, but with a mischievous twist. Loving every minute of it",0,0,0
"Shruti Agarwal
@ImShrutiAgarwal
·
6m",2023-10-07T15:00:35.000Z,"I can't wait, this is a great season!
#LokiSeason2OnHotstar",0,0,0
"MASUD Da
@DaMasud
·
2s",2023-10-07T15:06:45.000Z,"#LokiSeason2OnHotstar
I'm really excited to see the first episode of Loki and I can't wait for the second episode next Friday.",0,0,0
"𝙰𝚋𝚑𝚒𝚛𝚊
@_abhira
·
4s",2023-10-07T15:06:43.000Z,"Already love it in one episode!!
#LokiSeason2OnHotstar",0,0,0
"Arshi
@Arshi7654574
·
3s",2023-10-07T15:06:44.000Z,"#LokiSeason2OnHotstar is even crazier and better than the S1!! The first episode of this , is amazing and mind blowing",0,0,0
"Minjarul
@mirajul_me206
·
5s",2023-10-07T15:06:42.000Z,I just fall in love with this awesome where she is which first episode has just released. I cannot explain about this creation. #LokiSeason2OnHotstar,0,0,0
"Shubham Kumar
@Subham_Kumar__
·
1h",2023-10-07T14:05:54.000Z,Every episode of #LokiSeason2OnHotstar is a masterpiece. The attention to detail is incredible..,0,0,1
"Ishan Thummar
@IshanThummar
·
8m",2023-10-07T14:58:31.000Z,"Watch the Loki session 2 episode 1 only on hotstar..... must watch this...
#LokiSeason2OnHotstar",0,0,0
"ganguli argha
@argha_ganguli
·
3m",2023-10-07T15:03:21.000Z,"Very good web series that was really awesome fast episode hey master piece it was
#LokiSeason2OnHotstar",0,0,0
"child
@ActionM53160710
·
8m",2023-10-07T14:57:55.000Z,"Must watch Loki Season 2 on Hotstar now
#LokiSeason2OnHotstar",0,0,0
"Ankita
@ankycu
·
3m",2023-10-07T15:03:30.000Z,Fridays just got better!  Wake up to #LokiSeason2OnHotstar every Friday at 6:30 AM. Loki's adventures post-Endgame are bound to keep you entertained! ,0,0,0
"Shisupal duve
@Shishupalduve
·
5m",2023-10-07T15:01:17.000Z,"This is really nice Wow what a fantastic episode I really love this episode so much
#LokiSeason2OnHotstar",0,0,0
"Soni bharti
@Sonibha75215258
·
2m",2023-10-07T15:04:13.000Z,"This is ture Loki's back, and I'm here for it!  #LokiSeason2OnHotstar is a dream come true for Marvel fans! ",0,0,0
"Robi shindi
@shindi_ra
·
4m",2023-10-07T15:02:41.000Z,You should never miss this awesome opportunity to watch Marvel's creation here the first episode has just released on hotstar. #LokiSeason2OnHotstar,0,0,0
"mohini alone
@mohini_patel_68
·
6s",2023-10-07T15:06:48.000Z,"Join Loki on his mischievous adventures after ""Avengers: Endgame"" in #LokiSeason2OnHotstar",0,0,0
"Vedika
@saraaogi_
·
5s",2023-10-07T15:06:49.000Z,Gear up for an epic ride with #LokiSeason2OnHotstar! Fridays just became legendary as Loki's post-Endgame escapades unfold. Don't miss a minute! ,0,0,0
"Asik
@asik01546609
·
6s",2023-10-07T15:06:48.000Z,Absolutely love the story of this Series.. waiting for the next episode.#LokiSeason2OnHotstar,0,0,0
"Shivansh Pandey
@im_shivansh20
·
5s",2023-10-07T15:06:49.000Z,"Don't miss this superb one! The best series for a reason now it's a wait for the next episodes!!
#LokiSeason2OnHotstar",0,0,0
"Aakash Banerjee
@AakashTrend
·
6s",2023-10-07T15:06:48.000Z,"Just watched the first episode of #LokiSeason2OnHotstar, and it's absolutely insane! The excitement is real, and I can't wait to see what unfolds in the upcoming episodes.",0,0,0
"Aryan 45
@Iconic_Rohit
·
1h",2023-10-07T13:54:20.000Z,"Loki season 1 was best but after watching the 1st episode of Season 2,I think it's going to be even better than season 1...!
#LokiSeason2OnHotstar",0,0,5
"Sonam ♡
@vijayxsonam
·
6m",2023-10-07T15:00:50.000Z,"This is definitely best show of Marvel. I really enjoyed 1st episode. This is really awesome show 
#LokiSeason2OnHotstar",0,0,0
"rihan
@rihan_iggg
·
4m",2023-10-07T15:02:49.000Z,"Friends, you all will get to see this every Friday on Hotstar in very good quality and in a very good way. #LokiSeason2OnHotstar",0,0,0
"MD IRFAN
@MondalScho34778
·
8m",2023-10-07T14:58:06.000Z,"#LokiSeason2OnHotstar
mind-bending adventure. Loki fans, assemble! ",0,0,0
"WAJID
@WhoIssWajid
·
1h",2023-10-07T13:54:22.000Z,"With each episode of #LokiSeason2OnHotstar, the stakes get higher, and the excitement intensifies. Don't miss out on this epic journey.",0,0,1
"sanjoy ....
@MSDhoni79176300
·
5m",2023-10-07T15:01:51.000Z,"Really please watch and share your opinion very much share
#LokiSeason2OnHotstar",0,0,0
"Thakur Ashutosh singh
@Real18ashutosh
·
4m",2023-10-07T15:02:24.000Z,"The plot twists and character dynamics are keeping me on the edge of my seat. Fridays can't come fast enough!

#LokiSeason2OnHotstar",0,0,0
"Raj
@kyahogamera_
·
9m",2023-10-07T14:57:08.000Z,Finally the wait is over The one of the  Best of marvel this breaks lots of records  #LokiSeason2OnHotstar,0,0,0
"संध्या सिंह
@sandhysinha1
·
5m",2023-10-07T15:01:22.000Z,"#LokiSeason2OnHotstar
From production design to the background score everything is so good!",0,0,0
"Ruchi Singh
@XiJinpi88449189
·
3s",2023-10-07T15:06:58.000Z,"This is another level and has a top notch performance
#LokiSeason2OnHotstar",0,0,0
"Arijit Singh
@arijit_sin55071
·
8s",2023-10-07T15:06:53.000Z,"We watched it on hotstar. This really  amazing..
#LokiSeason2OnHotstar",0,0,0
"subhojit
@JitKund35262506
·
8s",2023-10-07T15:06:53.000Z,"Guys Loki first episode of season 2 is now available on hotstar.  Must Watch this one.
#LokiSeason2OnHotstar",0,0,0
"Chandan Maurya
@iChandanMaurya
·
5m",2023-10-07T15:01:33.000Z,"This is going to be my favorite web series, I have been waiting for this web series for so long.
#LokiSeason2OnHotstar",0,0,0
"Pinki
@Pinki0110
·
6m",2023-10-07T15:00:56.000Z,"After completing this first episode I am sure that everyone will like to watch this
#LokiSeason2OnHotstar",0,0,0
"Priti Patrl
@PartikPatr75802
·
10m",2023-10-07T14:56:46.000Z,"Must watch the 2nd season of loki only on hotstar every Friday.
#LokiSeason2OnHotstar",0,0,0
"pavan
@pavan1542083417
·
10m",2023-10-07T14:56:46.000Z,Loki's witty humor adds a unique charm to the series. #LokiSeason2OnHotstar,0,0,0
"Rupal Dhameliya
@Raahi_supergirl
·
5m",2023-10-07T15:01:43.000Z,"Wow! Now this is what we call a perfect sequel to season 1. What an amazing storyline! 
#LokiSeason2OnHotstar",0,0,0
"Rohit
@MySelfRohit_
·
6m",2023-10-07T15:00:20.000Z,#LokiSeason2OnHotstar is a terrific series that betters the first season too. First episode has dropped. Now waiting for more,0,0,0
"Rebel Salaar
@RebelSalaar
·
7m",2023-10-07T14:59:28.000Z,"You all look into this one..!! Loki season 2 is here guys 
#LokiSeason2OnHotstar",0,0,0
"Rahul J
@RahulJshew
·
6m",2023-10-07T15:00:34.000Z,"Such an amazing content and I just love this new episode so guys don't miss to watch
#LokiSeason2OnHotstar",0,0,0
"Vikram Aditya
@VikramAdityaa_
·
6m",2023-10-07T15:00:40.000Z,"This is really a great season guys..!! Look at this one
#LokiSeason2OnHotstar",0,0,0
"Prince
@Priyam61834216
·
7m",2023-10-07T14:59:42.000Z,"This is really amazing and mind-blowing series on Hotstar 
#LokiSeason2OnHotstar",0,0,0
"Raaz
@iamRaa_z
·
8m",2023-10-07T14:58:14.000Z,"Watch at once guys you will definitely like this series
#LokiSeason2OnHotstar",0,0,0
"Sapna Kulkarni
@rockyroy56
·
3s",2023-10-07T15:07:05.000Z,"Those who haven't seen this web series yet must know and watch this amazing web series on Hotstar
#LokiSeason2OnHotstar",0,0,0
"Pathan
@MPathan110
·
8s",2023-10-07T15:07:01.000Z,"First episode is really too good... lovely to watch it...just can't wait for second episode 
#LokiSeason2OnHotstar",0,0,0
"Rubi
@Rubiii___007
·
4s",2023-10-07T15:07:05.000Z,"Loki's back, and I'm here for it!  Let the games begin!  #LokiSeason2OnHotstar",0,0,0
"Max
@Max814061
·
7s",2023-10-07T15:07:02.000Z,"Guys must watch this, it’s really so amazing  #LokiSeason2OnHotstar",0,0,0
"Veer
@Veeransh__
·
7s",2023-10-07T15:07:02.000Z,"The trickster is back, and he's up to his old tricks!  Join Loki on his journey in #LokiSeason2OnHotstar. Marvel fans, it's a wild ride you won't want to miss! ",0,0,0
"Mira devi
@iMiradevi
·
7m",2023-10-07T15:00:02.000Z,"This is really amazing Don't miss to watch this guys it's really outstanding
#LokiSeason2OnHotstar",0,0,0
"S H i V A M 𝕩
@eternal_shivam
·
5m",2023-10-07T15:01:45.000Z,The arrival of #LokiSeason2OnHotstar has made my Fridays even more enjoyable! I'm eagerly counting down the days until the next Friday to witness the thrilling events that unfold in the series. The anticipation is absolutely killing me!,0,0,0
"Rebel Star
@RajaDeluxee
·
7m",2023-10-07T15:00:14.000Z,"Loki season 2 is here guys..!! Look at this one 
#LokiSeason2OnHotstar",0,0,0
"YESHA
@yesha890
·
7m",2023-10-07T15:00:03.000Z,"Marvel's best series that people love is the hottest trending series
#LokiSeason2OnHotstar",0,0,0
"Spirit Prabhas
@SpirittPrabhas
·
5m",2023-10-07T15:01:35.000Z,"Now the Loki season 2 is streaming guys..!! Watch now 
#LokiSeason2OnHotstar",0,0,0
"Vanika Kundra
@Vanikakundra
·
5m",2023-10-07T15:01:28.000Z,"This is going to be awesome Don't miss to watch this guys it's really outstanding
#LokiSeason2OnHotstar",0,0,0
"Priyam Das
@priyam123490
·
6m",2023-10-07T15:00:30.000Z,"This is another level of series so don't miss this
#LokiSeason2OnHotstar",0,0,0
"obnoxious
@itsenzop
·
5m",2023-10-07T15:01:39.000Z,"#LokiSeason2OnHotstar has officially become my obsession. Loki's antics are unparalleled, and I'm here for all of it!",0,0,0
"Rahil
@Rahilrs0
·
6m",2023-10-07T15:01:13.000Z,"Everyone is waiting for the next episode and the first episode is totally mind-blowing
#LokiSeason2OnHotstar",0,0,0
"shreya alone
@shreyaahir345
·
8s",2023-10-07T15:07:08.000Z,"The long wait is over! #LokiSeason2OnHotstar is here, with a fresh episode dropping every Friday at 6:30 AM.",0,0,0
"Alwaysraju5
@Alwaysraju5
·
9s",2023-10-07T15:07:07.000Z,"Get ready to experience the real power and real magic of LOKI
#LokiSeason2OnHotstar",0,0,0
"Sohana
@JAYBUNIVERSE2
·
7s",2023-10-07T15:07:09.000Z,"After watching this episode I can't wait anymore to watch the next episode
#LokiSeason2OnHotstar",0,0,0
"Ms.Shah
@_MissShah
·
5s",2023-10-07T15:07:11.000Z,"Really it is just super amazing!!
Must watch guys #LokiSeason2OnHotstar",0,0,0
".
@raiinyfog
·
10m",2023-10-07T14:57:08.000Z,"Watch out this top class series guyss it's amazing
#LokiSeason2OnHotstar",0,0,0
"Simran
@Simran_020tka
·
7m",2023-10-07T14:59:42.000Z,"What a web series.
I really love this.
#LokiSeason2OnHotstar",0,0,0
"Girish
@Girish09494975
·
4m",2023-10-07T15:02:40.000Z,"It's time to watch the Loki season 2 on Hotstar
#LokiSeason2OnHotstar",0,0,0
"Darling Prabhas
@Iam_DarlingFan
·
7m",2023-10-07T14:59:49.000Z,"Now you can watch the Loki season 2 on Hotstar..!! Don't miss guys
#LokiSeason2OnHotstar",0,0,0
"sourav
@Sourav_923
·
9m",2023-10-07T14:57:35.000Z,"Guys don't miss this wonderful series.. first episode is available.
#LokiSeason2OnHotstar",0,0,0
"Khadeeja
@__khadeeja786__
·
1h",2023-10-07T13:55:08.000Z,"The second season debuted on hotstar on Friday ,6th of October 2023. Be ready to watch a new episode every friday for 6 weeks!
 #LokiSeason2OnHotstar",0,0,2
"Anuj Singh
@_AnujSingh__
·
10m",2023-10-07T14:56:49.000Z,"Excited to watch these episodes, don’t miss #LokiSeason2OnHotstar",0,0,0
"Hazel
@DammnGirll
·
1h",2023-10-07T14:02:47.000Z,Loved every bit of it...one of the best series #LokiSeason2OnHotstar,0,1,1
"Pritam Kumar
@Pritam__k_
·
9m",2023-10-07T14:57:39.000Z,"Everyone must check out this outstanding series
#LokiSeason2OnHotstar",0,0,0
"Ms Dhoni
@MsDhoni323577
·
2s",2023-10-07T15:07:21.000Z,"watch it again and again so go and watch this episode first.
#LokiSeason2OnHotstar",0,0,0
"Sagar_sain
@Sagar_12334
·
3s",2023-10-07T15:07:20.000Z,"Really excited one of the grand one ! The first episode made me crazy
#LokiSeason2OnHotstar",0,0,0
"Ivu tenhu
@im_ivuten
·
2s",2023-10-07T15:07:21.000Z,I cannot be late for the rest of episode about to release in hotstar it is now only first  episode has the released. #LokiSeason2OnHotstar,0,0,0
"Nikhil
@BornMoody_
·
3s",2023-10-07T15:07:20.000Z,"Get ready for a rollercoaster of emotions! 
Loki fans, assemble!  #LokiSeason2OnHotstar is back, and it's time for another round of mischief and mayhem with everyone's favorite God of Mischief.",0,0,0
"Ishan Patel
@IshanPatel20390
·
8s",2023-10-07T15:07:15.000Z,"Everyone gets amazed after watching the Loki session 2 episode 1 on hotstar....
#LokiSeason2OnHotstar",0,0,0
"Suhani
@Suhanirs100
·
6s",2023-10-07T15:07:17.000Z,"This will be the best season and I recommend watching this new season
#LokiSeason2OnHotstar",0,0,0
"Siyali Sharma
@Siyali85
·
8m",2023-10-07T14:58:55.000Z,This series is great friends and don't miss watching it on Hotstar.#LokiSeason2OnHotstar,0,1,1
"An Honest Guy
@HonestTalkies
·
1h",2023-10-07T13:57:38.000Z,"Loved the first episode and now can't wait to fall into a never ending timeline of entertainment, humour and thrills with the god of mischief. Waiting for all the episodes. 
#LokiSeason2OnHotstar",0,0,3
"Ronaldo
@Ronaldo72568429
·
8m",2023-10-07T14:59:14.000Z,"Guys Loki Season 1 is released. Don't miss to watch it on hotstar every Friday at 6 :30.
#LokiSeason2OnHotstar",0,0,0
"आरुषी
@simpleaarushi
·
1h",2023-10-07T13:59:14.000Z,"The Lord of Underhandedness is back furiously in #LokiSeason2OnHotstar The new series gets later ""Vindicators: Final plan"" and it's a must-look for all Wonder fans.",0,1,2
"ßeliever // stan- janvi/neda
@brokenworld05
·
1h",2023-10-07T13:58:21.000Z,"Finally season one ka suspense ab khatam ho jayega is season mein...
#LokiSeason2OnHotstar",0,1,1
"Rinkal
@Rinkal78
·
9m",2023-10-07T14:58:07.000Z,"Loki is a very good series of Marvel which is famous in famous series in Hotster. 
#LokiSeason2OnHotstar",0,0,0
"ishika verma
@ishikaverm1212
·
1h",2023-10-07T14:06:59.000Z,Amazing series impatiently waiting for upcoming episodes..#LokiSeason2OnHotstar,0,0,1
"Gajala from washington dc
@IamSSMBFan99
·
3s",2023-10-07T15:07:28.000Z,The best one in MCU so far  #LokiSeason2OnHotstar,0,0,0
"Nandan
@Nandan__27
·
4s",2023-10-07T15:07:27.000Z,"Loki season 2 streaming on hotstar.. don't miss to watch first episode of this.. it is really amazing.
#LokiSeason2OnHotstar",0,0,0
"Kim Jisoo
@Jisoo44631657
·
5s",2023-10-07T15:07:26.000Z,"This is really amazing and mind-blowing series on Hotstar so we must watch this 
#LokiSeason2OnHotstar",0,0,0
"Messi
@Messi86512624
·
9s",2023-10-07T15:07:22.000Z,The 1st episode is truly outstanding. See it immediately.#LokiSeason2OnHotstar,0,0,0
"༺Leͥgeͣnͫd༻
@girl22422242
·
8s",2023-10-07T15:07:23.000Z,Are you looking for acting then waiting and watch it now...#LokiSeason2OnHotstar,0,0,0
